datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipcover;preciptype;snow;snowdepth;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;moonphase;conditions;description
11.08.2022;25.5;12.7;19.8;25.5;12.7;19.8;9.7;56.1;0;0;;0;0;9;45.9;1025;9.4;24.1;267.8;23.2;7;0.48;Clear;Clear conditions throughout the day.
12.08.2022;27.6;12.5;21;26.9;12.5;20.9;11.3;59.3;0;0;;0;0;6.1;313.7;1024.5;19.4;24.1;258.1;22.4;7;0.5;Clear;Clear conditions throughout the day.
13.08.2022;28.2;13.4;21.7;27.3;13.4;21.5;11.6;57.7;0;0;;0;0;6.5;54.9;1022.3;89.2;24.1;240.5;20.8;7;0.54;Partially cloudy;Partly cloudy throughout the day.
14.08.2022;29.4;14.7;22.5;28.3;14.7;22.2;13;60;0;0;;0;0;7.9;102.9;1020.5;60.4;24.1;239.7;20.6;7;0.58;Partially cloudy;Partly cloudy throughout the day.
15.08.2022;29.5;16.9;23.3;28.4;16.9;23;12.9;56.4;0;0;;0;0;13.3;99.6;1020.8;65.3;23.9;248.2;21.3;7;0.61;Partially cloudy;Partly cloudy throughout the day.
16.08.2022;29.6;16.2;23.2;28.4;16.2;22.8;11.4;50.5;0;0;;0;0;13.3;110.3;1021.4;14.6;24.1;245.3;21.3;7;0.64;Clear;Clear conditions throughout the day.
17.08.2022;29.9;16.8;23.4;28.6;16.8;23;11.4;50.1;0;0;;0;0;12.2;86.6;1019;45.6;24.1;243.9;21.1;7;0.67;Partially cloudy;Partly cloudy throughout the day.
18.08.2022;30;16.6;23.6;28.5;16.6;23.2;11.2;48.6;0;0;;0;0;15.8;83.7;1019.2;9.4;24.1;248.7;21.7;7;0.71;Clear;Clear conditions throughout the day.
19.08.2022;26.9;17.8;22.2;26.7;17.8;22.1;8.8;44.9;0;0;;0;0;19.8;84.6;1023.1;90.8;24.1;170.4;14.6;6;0.75;Overcast;Cloudy skies throughout the day.
20.08.2022;21.3;15.6;18.9;21.3;15.6;18.9;7.1;46.9;0.4;12.5;rain;0;0;16.2;95.1;1026.4;64.2;23.9;98.5;8.6;5;0.77;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
21.08.2022;26.1;14.7;20.7;26.1;14.7;20.7;4.7;37.5;0;0;;0;0;16.6;117.6;1024.1;92.5;24.1;184;15.8;5;0.8;Overcast;Cloudy skies throughout the day.
22.08.2022;30;16.8;22.8;28.3;16.8;22.4;8.2;41.1;0;0;;0;0;13;121.3;1023.4;98;24.1;115.8;10;4;0.84;Overcast;Cloudy skies throughout the day.
23.08.2022;32.6;17.4;24.9;30.6;17.4;24.3;11.4;46.1;0;0;;0;0;14.4;123.6;1025.9;81.1;24.1;139.5;12;4;0.87;Partially cloudy;Partly cloudy throughout the day.
24.08.2022;31.9;16.6;24.6;29.8;16.6;23.9;9.9;45.4;0;0;;0;0;11.9;134.3;1027.9;53.4;24.1;225.6;19.5;7;0.9;Partially cloudy;Partly cloudy throughout the day.
25.08.2022;32.1;14.4;23.9;30;14.4;23.2;10.6;50.3;0;0;;0;0;9;140.2;1025;21.8;24.1;232.3;19.9;7;0.94;Partially cloudy;Partly cloudy throughout the day.
26.08.2022;32;15.3;24.2;29.9;15.3;23.4;10.4;48.9;0;0;;0;0;10.8;136.9;1021.8;36;24.1;210.5;18;7;0.97;Partially cloudy;Partly cloudy throughout the day.
27.08.2022;32.1;14.2;23.3;29.9;14.2;22.7;9.9;49.7;0;0;;0;0;11.5;114.2;1021.4;45.9;24.1;192.5;16.6;6;0;Partially cloudy;Partly cloudy throughout the day.
28.08.2022;31.1;15.3;23.5;29.4;15.3;23;9.9;46.6;0;0;;0;0;13.3;110.5;1017.7;81.9;24.1;177.3;15.4;6;0.04;Partially cloudy;Partly cloudy throughout the day.
29.08.2022;27.5;17.6;22.3;27.1;17.6;22.2;11.9;53.4;0.1;4.17;rain;0;0;14.8;160.5;1011.2;82;24.1;174;14.9;6;0.07;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.
30.08.2022;28.3;17.3;22.3;27.5;17.3;22.2;14.1;63.5;0;0;;0;0;12.2;246.6;1008.3;67.8;23.8;189.1;16.4;6;0.11;Partially cloudy;Partly cloudy throughout the day.
31.08.2022;21;12.7;17.5;21;12.7;17.5;11.5;68.9;0;0;rain;0;0;20.5;265.5;1007.2;62.1;24;96.2;8.3;5;0.14;Partially cloudy;Partly cloudy throughout the day.
01.09.2022;14.1;8.3;11.1;14.1;6.5;10.6;4.6;65.8;0.1;4.17;rain;0;0;18;263.1;1010.1;59.5;24.1;93.4;8.1;4;0.18;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
02.09.2022;11.8;7.6;9.3;11.8;5.2;7.8;4.5;72.6;0.2;8.33;rain;0;0;18.7;272.9;1015.1;81.6;24.1;98.3;8.6;5;0.21;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
03.09.2022;15.6;4.6;10.2;15.6;2.8;9.5;3.3;66.1;0;0;rain;0;0;14.8;274.1;1022.5;52.3;24.1;180;15.7;7;0.25;Partially cloudy;Partly cloudy throughout the day.
04.09.2022;15;5.8;10.6;15;4.8;10.3;2.8;62.2;0;0;;0;0;13.3;301.6;1021.8;41.9;24.1;153;13.2;6;0.29;Partially cloudy;Partly cloudy throughout the day.
05.09.2022;12.6;4.3;8.5;12.6;2.8;7.6;4.9;79;2.2;37.5;rain;0;0;13.7;321.3;1020.3;78.6;23.9;89.3;7.7;5;0.32;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
06.09.2022;10.8;6.8;8.8;10.8;4.7;7.4;4.7;76.1;0.8;16.67;rain;0;0;15.5;323;1018.5;96.1;24.1;95.5;8.3;4;0.36;Rain, Overcast;Cloudy skies throughout the day with rain.
07.09.2022;11.8;6.2;8.8;11.8;4.2;7.4;5.1;78.7;1.6;29.17;rain;0;0;15.5;269.5;1014.4;96.3;22.8;100;8.8;5;0.39;Rain, Overcast;Cloudy skies throughout the day with rain.
08.09.2022;11.2;5.7;8.7;11.2;4.3;7.4;5;78.2;1.2;25;rain;0;0;15.8;339;1017.5;81;24.1;59.4;5.1;4;0.43;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
09.09.2022;13;2.6;7.9;13;0.9;7.2;1.5;67.6;0;0;;0;0;10.4;345.4;1026.3;29.4;24.1;185.8;16.2;6;0.46;Partially cloudy;Partly cloudy throughout the day.
10.09.2022;16.2;1.4;9;16.2;1.4;9;2.1;67.3;0;0;;0;0;4.7;250.9;1027.2;16.7;24.1;195.7;16.7;6;0.5;Clear;Clear conditions throughout the day.
11.09.2022;16.2;2.6;9.8;16.2;2.6;9.8;2.5;64.6;0;0;;0;0;12.6;142.6;1022;76.4;24.1;152.7;13.1;5;0.53;Partially cloudy;Partly cloudy throughout the day.
12.09.2022;14.4;8.1;10.6;14.4;7;10.3;5.6;72.2;1.8;33.33;rain;0;0;14;97;1018.2;84.9;24.1;79.1;6.8;4;0.56;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.
13.09.2022;15;7.1;10.8;15;5.7;10.3;4.5;66.6;1.1;16.67;rain;0;0;16.2;82.9;1014.8;84.8;23.5;71;6.2;5;0.6;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.
14.09.2022;13.3;9.9;11.5;13.3;8;11.4;9.6;88.4;3.3;50;rain;0;0;14.8;113.6;1005.3;98.9;21.5;22.2;1.8;1;0.63;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
15.09.2022;14.9;10.2;12.4;14.9;10.2;12.4;9.5;83.9;0.9;20.83;rain;0;0;9.7;266.3;1002.1;78.6;23.7;27.2;2.4;2;0.66;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
16.09.2022;16.2;8.6;11.7;16.2;8.6;11.6;10.1;90.3;11.4;33.33;rain;0;0;13;165;999.6;81.8;21.5;41.8;3.5;2;0.69;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
17.09.2022;16.4;9.2;12.4;16.4;8.3;12.2;6.9;72;0;0;;0;0;18;230.3;1001.1;46.7;24.1;149.5;13.1;6;0.72;Partially cloudy;Partly cloudy throughout the day.
18.09.2022;15.7;8.2;11.7;15.7;7.9;11.5;9.3;86.1;0.2;8.33;rain;0;0;14.4;117;1002.5;87.7;22.8;85;7.2;5;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
19.09.2022;14.9;9.9;11.8;14.9;6.6;11.3;9;83.2;5.1;58.33;rain;0;0;27;184;991.1;95.4;16.6;22.4;1.8;2;0.79;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
20.09.2022;15.4;9.3;12.1;15.4;9.3;12.1;7.4;73.7;0.1;4.17;rain;0;0;25.6;230.6;1008.9;68.4;23.5;126.4;11;5;0.82;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
21.09.2022;14.8;5.7;9.8;14.8;5.7;9.7;7.1;84.9;1.9;29.17;rain;0;0;9.7;45.8;1015.7;97.1;19.8;60.5;5.2;2;0.85;Rain, Overcast;Cloudy skies throughout the day with rain.
22.09.2022;15.3;8.6;11;15.3;7.7;10.6;8.1;83.5;0.9;16.67;rain;0;0;11.5;75;1015.6;71.7;22.8;52.3;4.6;2;0.89;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
23.09.2022;14.5;7.3;10.7;14.5;7.3;10.7;7.4;81.7;0;0;rain;0;0;9.7;26;1013.5;91.9;24.1;111.4;9.6;5;0.92;Overcast;Cloudy skies throughout the day.
24.09.2022;10.1;7.9;8.9;10.1;7;7.6;7.5;90.4;20.4;79.17;rain;0;0;12.6;327.6;1001;99.7;13.9;3.7;0;0;0.95;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
25.09.2022;8.4;6;7.4;8.3;3.8;6.4;5.6;89;6;70.83;rain;0;0;10.8;79.3;1000.9;98.4;20.6;10.1;0.9;0;0.98;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
26.09.2022;10.1;6;7.7;10.1;4.7;6.6;5.5;86.6;0.1;4.17;rain;0;0;10.8;273;1008.6;79.1;23.1;57.2;4.9;3;0;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
27.09.2022;12.6;2.9;7.5;12.6;2.9;7.1;4.3;82.2;0.2;4.17;rain;0;0;10.4;106;1012;70.1;23.4;131.6;11.4;5;0.05;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.
28.09.2022;11.4;7.4;9;11.4;5.2;7.9;6.4;84.5;0.3;12.5;rain;0;0;11.9;5.7;1003;87.9;24.1;29.6;2.5;1;0.09;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.
29.09.2022;13.7;6;9.7;13.7;6;9.6;7.6;87.6;0.3;8.33;rain;0;0;8.6;191.3;1008.1;69.8;24.1;55.8;4.9;3;0.12;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.
30.09.2022;16.6;8.5;12;16.6;7.8;11.7;9.5;85.3;0.9;12.5;rain;0;0;14.4;166.1;1014.8;91.8;23.7;83.3;7.1;3;0.16;Rain, Overcast;Cloudy skies throughout the day with rain.
01.10.2022;15;12.2;13.5;15;12.2;13.5;12.7;95;7.6;58.33;rain;0;0;9.4;160.7;1013;99.2;20.7;21.5;1.9;2;0.2;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
02.10.2022;14.1;9.3;11.8;14.1;6.9;11.6;7.5;75.4;1.4;12.5;rain;0;0;15.8;228.7;1005.3;87.6;24.1;57.6;4.8;3;0.23;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
03.10.2022;15.2;9.2;12.4;15.2;6.5;11.9;9.8;84.5;12.3;54.17;rain;0;0;21.6;129.9;996.6;97.1;19.9;21;1.7;3;0.25;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
04.10.2022;12.4;8.2;10.2;12.4;6.3;9;5.8;74.2;1.4;8.33;rain;0;0;22.3;160.8;1007;87.8;23.8;23.4;2.1;2;0.3;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
05.10.2022;8.8;6.9;7.7;7.7;5.6;6.4;5.4;85.2;2.5;37.5;rain;0;0;10.1;234.7;1012.4;96.8;23.6;15.8;1.4;1;0.34;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
06.10.2022;12.5;6.7;9.5;12.5;5.3;8.8;7.5;87.5;0;0;rain;0;0;11.2;240.8;1016.9;91.9;24.1;52.1;4.4;4;0.37;Overcast;Cloudy skies throughout the day.
07.10.2022;13.2;9.2;11.3;13.2;8;11.1;7.3;77.3;0.3;4.17;rain;0;0;17.3;271.2;1020.3;55.8;23.9;58.8;5.2;3;0.41;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
08.10.2022;15.9;7.3;10.8;15.9;5.8;10.2;6.1;74.7;0;0;;0;0;15.1;227.1;1022.8;37.6;24.1;107.1;9.2;4;0.45;Partially cloudy;Partly cloudy throughout the day.
09.10.2022;16.4;8.7;11.2;16.4;6.8;10.3;6.6;75;2;20.83;rain;0;0;16.2;226.1;1016.8;99.7;23.6;61.9;5.4;3;0.5;Rain, Overcast;Cloudy skies throughout the day with late afternoon rain.
10.10.2022;11.9;4.5;8.5;11.9;4.5;7.4;4.6;77.4;0.6;12.5;rain;0;0;12.2;352;1022.9;53.7;24.1;116.7;10;4;0.52;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.
11.10.2022;11.3;0.2;5.4;11.3;0.2;5.4;1.7;79.1;0;0;;0;0;7.2;0.8;1022.7;15.4;23.9;113.6;9.8;4;0.55;Clear;Clear conditions throughout the day.
12.10.2022;10.2;0;4.5;10.2;0;4.1;2.2;86.7;0.1;4.17;rain;0;0;12.6;286.1;1019.3;56.6;24.1;95.2;8.2;4;0.58;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
13.10.2022;9.4;3.6;5.8;7.6;1.7;4.5;2.5;80.5;0;0;rain;0;0;13.7;314.9;1023.1;72.6;24.1;90.8;7.9;4;0.61;Partially cloudy;Partly cloudy throughout the day.
14.10.2022;9.3;1;5.3;8.4;1;4.7;1.2;77.3;0;0;;0;0;9.7;278;1024.5;51.8;24.1;103.7;8.9;4;0.64;Partially cloudy;Partly cloudy throughout the day.
15.10.2022;11.6;4;7;11.6;2.7;6.3;2.4;73.7;0;0;;0;0;10.4;236.6;1025.7;56.3;24.1;86.5;7.4;3;0.68;Partially cloudy;Partly cloudy throughout the day.
16.10.2022;12.4;3.2;7;12.4;1.8;5.7;0.8;65.8;0;0;;0;0;13.3;213.2;1029.8;21;24.1;99.2;8.6;4;0.71;Partially cloudy;Partly cloudy throughout the day.
17.10.2022;8.1;4.4;6.5;5.8;1.3;3.7;2.9;77.9;1.6;20.83;rain;0;0;20.9;223.8;1025;91.9;24.1;47.5;4.3;3;0.75;Rain, Overcast;Cloudy skies throughout the day with rain in the morning and afternoon.
18.10.2022;12.6;6.1;8.6;12.6;3.9;7.2;6.9;89.1;9.3;29.17;rain;0;0;16.9;259.7;1015.6;91.9;21.9;5.7;0.3;0;0.77;Rain, Overcast;Cloudy skies throughout the day with rain.
19.10.2022;9.3;4.7;7.3;8.1;3;6.6;5.2;86.6;0.1;4.17;rain;0;0;8.3;57.8;1008.5;92.4;23.9;20.2;1.7;1;0.81;Rain, Overcast;Cloudy skies throughout the day with afternoon rain.
20.10.2022;7.1;2.1;4.7;5.4;0.3;2.7;1.5;80.6;0;0;rain;0;0;12.6;356.9;1015.5;64.1;23.9;75.1;6.6;4;0.84;Partially cloudy;Partly cloudy throughout the day.
21.10.2022;5.6;1.1;3.6;4.3;-1;1.7;0.5;80.9;0.1;4.17;rain;0;0;11.2;283.4;1020.5;85.8;24.1;24.4;2.1;1;0.87;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.
22.10.2022;7.1;3.9;5.2;6.1;3.9;4.7;3.2;87;0.2;8.33;rain;0;0;6.5;221.6;1021;95.9;24.1;24.9;2.1;1;0.9;Rain, Overcast;Cloudy skies throughout the day with rain clearing later.
23.10.2022;7.9;3.4;5.7;6.3;1.1;4.1;3.7;87.5;1;16.67;rain;0;0;10.8;183;1013.8;82.7;24.1;14.5;1.2;1;0.93;Rain, Partially cloudy;Partly cloudy throughout the day with rain.
24.10.2022;6.9;1.1;5.2;6.6;-0.4;3.1;1.4;77.3;0.3;12.5;rain;0;0;14.4;306.3;1012;68.1;23.8;53.2;4.6;4;0.97;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.
25.10.2022;4.9;-0.9;1.2;4.9;-2.3;0.7;-2.7;75.8;0;0;;0;0;6.1;246;1019.8;25.9;24.1;79;6.7;3;0;Partially cloudy;Partly cloudy throughout the day.
26.10.2022;5.4;-0.4;1.8;2.7;-3.6;-1;-1.4;80.1;0;0;;0;0;12.2;130.2;1021.4;79.4;24.1;51.4;4.5;2;0.03;Partially cloudy;Partly cloudy throughout the day.
27.10.2022;5.2;0.4;2.7;5.2;-1.2;2.4;0;82.6;0;0;;0;0;6.1;130.1;1021.7;84.7;24.1;22;1.9;1;0.07;Partially cloudy;Partly cloudy throughout the day.
28.10.2022;9.2;2.2;6;8.6;2.2;5;4.6;90.6;0.5;16.67;rain;0;0;10.4;216.5;1021.8;93.9;23.1;27.7;2.3;1;0.1;Rain, Overcast;Cloudy skies throughout the day with rain.
29.10.2022;10;8.1;9.1;8.7;6.7;7.7;8;93.2;4.8;29.17;rain;0;0;11.5;230.8;1011;99.3;23.2;9.3;0.7;1;0.14;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.
30.10.2022;10.7;0.7;7;10.7;-4;4.2;2.2;72.3;1.5;20.83;rain,snow;0;0;22.7;288.6;998.9;83;22.6;47.3;4.1;2;0.18;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow.
31.10.2022;2.6;-0.4;1.1;-1.6;-6.7;-3.7;-2.5;77.4;1.9;41.67;rain,snow;0.9;0.7;26.6;309;1004.9;92.6;19.9;38;3.2;3;0.21;Snow, Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
01.11.2022;1.7;-0.1;0.9;1.1;-4.3;-2;-2.5;78.1;0.1;4.17;rain,snow;0.1;0.5;16.2;326.8;1015.7;92.5;22.1;63.3;5.5;3;0.25;Snow, Rain, Overcast;Cloudy skies throughout the day with early morning snow or rain.
02.11.2022;2.4;-0.4;0.8;1.1;-3.6;-0.2;-2.3;79.7;0.1;4.17;snow;0.1;0.7;9;14;1015.3;91.4;9.5;16.2;1.3;1;0.28;Snow, Overcast;Cloudy skies throughout the day with morning snow.
03.11.2022;-0.5;-1.4;-0.9;-3.4;-4.3;-3.8;-4;79.5;0;0;;0;1.7;9.7;354.5;1017.5;99.2;24.1;65;5.4;3;0.32;Overcast;Cloudy skies throughout the day.
04.11.2022;-0.1;-1.7;-0.9;-2;-4.9;-3.4;-2.7;87.4;0.1;4.17;rain,snow;0.1;0.9;9;341.1;1018.1;99.6;17.2;17.5;1.5;1;0.35;Snow, Rain, Overcast;Cloudy skies throughout the day with early morning snow or rain.
05.11.2022;1;-0.6;-0.3;0.4;-2.9;-1.3;-2.1;87;0;0;snow;0;1.9;6.5;355.4;1025.2;95.3;22.7;31.7;2.7;2;0.39;Overcast;Cloudy skies throughout the day.
06.11.2022;0.8;-1.2;-0.5;-0.6;-4.2;-2.5;-3.5;80.7;0;0;;0;0.9;11.2;205.2;1028.3;94.6;24.1;56.4;4.9;3;0.43;Overcast;Cloudy skies throughout the day.
07.11.2022;2.7;-0.1;1.1;2.7;-3.3;-1.6;0;92.6;2.1;33.33;rain,snow;0.5;0.6;10.4;218.5;1022.7;99.9;11.1;9.2;0.8;0;0.46;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow clearing later.
08.11.2022;5.3;2.4;4;2.8;-0.1;1.4;3.1;93.8;2.4;45.83;rain;0.1;0.2;11.9;213.6;1016.2;98.6;23.9;3.2;0.1;0;0.5;Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
09.11.2022;9.1;5.4;7.4;7.4;2.9;5.3;6.6;94.3;0.6;12.5;rain;0;0;13.3;229.3;1016.5;96.9;24.1;8;0.7;0;0.53;Rain, Overcast;Cloudy skies throughout the day with rain.
10.11.2022;9;6.6;7.6;6.5;4;5.3;5.4;85.6;0;0;;0;0;16.2;230.3;1018.7;98.6;24.1;28.6;2.4;2;0.56;Overcast;Cloudy skies throughout the day.
11.11.2022;8.9;7;7.8;7.3;5;5.8;6.2;89.5;3.8;29.17;rain;0;0;14.8;240.7;1020;97.4;24.1;6.4;0.5;1;0.59;Rain, Overcast;Cloudy skies throughout the day with rain clearing later.
12.11.2022;11.8;8;9.6;11.8;5.1;7.9;7.5;87;2;37.5;rain;0;0;26.3;262.9;1011.1;96.8;23.8;3.8;0.2;0;0.63;Rain, Overcast;Cloudy skies throughout the day with rain.
13.11.2022;10.3;3.9;7.2;10.3;0.1;3.7;1.4;66.7;0.3;12.5;rain,snow;0;0;24.8;312.1;1012.5;88.6;23.7;14.8;1.1;1;0.66;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with rain or snow in the morning and afternoon.
14.11.2022;3.7;-1.2;0.6;-0.2;-6.4;-3.4;-5.8;62.7;0.3;12.5;rain,snow;0;0;20.2;337;1024;38.2;24.1;48.4;4.2;2;0.69;Snow, Rain, Partially cloudy;Partly cloudy throughout the day with early morning snow or rain.
15.11.2022;-0.8;-2.3;-1.6;-0.9;-5.6;-3.5;-6.2;71.6;2.6;25;snow;2.5;0.4;8.3;213.6;1020.4;78.7;14.1;16.8;1.5;1;0.72;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
16.11.2022;-1.9;-4.5;-3.1;-1.9;-7.3;-5.1;-6;81.1;0.6;16.67;snow;0.4;3.1;9;57.1;1015.3;66.5;19.4;45.6;4;2;0.75;Snow, Partially cloudy;Partly cloudy throughout the day with early morning snow.
17.11.2022;-2.7;-6.1;-4.3;-3.9;-11.7;-6.7;-6.7;83.5;1.9;45.83;snow;1.5;4.5;13.7;70.8;1012.7;84.4;10.3;25.8;2.2;1;0.79;Snow, Partially cloudy;Partly cloudy throughout the day with a chance of snow throughout the day.
18.11.2022;-5;-7.2;-6;-7.8;-13;-10.7;-8.2;84.4;1.8;70.83;snow;2.8;5.9;15.1;27.5;1010.5;94.7;1;27.3;2.4;1;0.82;Snow, Overcast;Cloudy skies throughout the day with a chance of snow throughout the day.
19.11.2022;-2.9;-7;-4.7;-6.3;-9.3;-8;-6.5;87.3;0.1;4.17;snow;0;6.8;16.9;74.7;1018.7;91.8;7.2;28.4;2.4;2;0.85;Snow, Overcast;Cloudy skies throughout the day with late afternoon snow.
20.11.2022;-1.6;-4.1;-3.2;-1.6;-8.7;-5.1;-4.7;89.3;2.5;37.5;snow;1.8;8.7;15.1;67.4;1020.5;99;11.9;24.7;2.3;2;0.88;Snow, Overcast;Cloudy skies throughout the day with a chance of snow throughout the day.
21.11.2022;-2.7;-5.1;-3.8;-2.7;-10.4;-6.7;-5.6;87.6;0;0;snow;0.1;8.3;13.3;86.7;1020.8;99.9;12.1;28.7;2.4;2;0.92;Overcast;Cloudy skies throughout the day.
22.11.2022;0.3;-5;-1.8;-2.4;-9.9;-6.2;-2.6;94;7.5;45.83;rain,freezingrain,snow;8.4;9;16.9;92.1;1011;100;1.3;2;0.1;0;0.95;Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
23.11.2022;0.3;-1.4;-0.1;-1.8;-4.5;-2.7;-0.9;94.4;0.9;20.83;rain,freezingrain,snow;0.5;7.8;9;44.4;1008.6;100;4.8;4.6;0.4;0;0.98;Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast;Cloudy skies throughout the day with a chance of rain or snow throughout the day.
24.11.2022;-1.6;-5.2;-3.6;-4.7;-8.7;-6.8;-5.7;85.7;0.3;12.5;rain,snow;1;7;8.3;57.1;1018.7;99.4;6.7;29.2;2.7;2;0;Snow, Rain, Overcast;Cloudy skies throughout the day with rain or snow clearing later.
25.11.2022;-4.7;-6;-5.5;-8.1;-10.7;-9.5;-7.6;85.4;0;0;;0;6.7;12.2;75.6;1027.3;99.6;13.5;27.4;2.4;1;0.05;Overcast;Cloudy skies throughout the day.
26.11.2022;-4.5;-5.9;-5.3;-9.2;-10.4;-9.8;-7.1;86.6;0.7;16.67;snow;0.7;6.8;13;78.5;1032.8;99.9;18.4;16.9;1.5;1;0.09;Snow, Overcast;Cloudy skies throughout the day with snow clearing later.
27.11.2022;-3.1;-5.8;-4.4;-7.2;-10.4;-8.9;-5.9;89.3;0.4;16.67;snow;0.1;6.7;13;82.5;1035.6;99.8;8.8;20;1.8;1;0.12;Snow, Overcast;Cloudy skies throughout the day with snow.
28.11.2022;-3;-4.5;-3.9;-7;-8.8;-7.8;-5.6;88.1;1.6;25;snow;1.6;6.8;13.3;107.3;1039.1;99.9;8.5;20.4;1.8;1;0.16;Snow, Overcast;Cloudy skies throughout the day with snow clearing later.
29.11.2022;-4.5;-9.1;-6.4;-7.6;-11.6;-9.5;-8.3;86.1;0.2;8.33;snow;0;6.5;8.6;114.6;1042.9;69.2;18.1;22.8;1.9;1;0.19;Snow, Partially cloudy;Partly cloudy throughout the day with early morning snow.
30.11.2022;-7.6;-11.7;-9.9;-7.6;-15.2;-11.1;-11.6;87.4;0;0;;0;6.3;6.5;116;1044;39;22.4;33.6;2.9;2;0.25;Partially cloudy;Partly cloudy throughout the day.
01.12.2022;-9.2;-14.2;-11.6;-9.2;-14.2;-11.6;-13.2;87.7;0;0;;0;6.3;4.3;110;1044.8;90.9;24.1;23.2;1.9;1;0.26;Overcast;Cloudy skies throughout the day.
02.12.2022;-8.9;-13.5;-11.8;-8.9;-17.2;-14;-13.8;84.9;0;0;;0;6.3;6.5;96.6;1044.3;43.1;24.1;23.3;2;1;0.3;Partially cloudy;Partly cloudy throughout the day.
03.12.2022;-7.5;-13.2;-10.2;-11.7;-18.5;-15.2;-12;86.8;0.3;12.5;snow;0.1;6.2;12.6;122.8;1046.7;87.8;22.9;23;2;1;0.33;Snow, Partially cloudy;Partly cloudy throughout the day with snow.
04.12.2022;-8.1;-11.3;-9.7;-11.8;-15.8;-14.1;-12.2;81.9;0;0;;0;6.2;10.4;151;1049;69.6;24.1;27.8;2.4;2;0.37;Partially cloudy;Partly cloudy throughout the day.
05.12.2022;-9;-13.2;-11.6;-12.7;-17.4;-15.6;-14.4;79.8;0;0;;0;6.1;8.3;175.6;1043.7;49;24.1;21.1;1.9;1;0.4;Partially cloudy;Partly cloudy throughout the day.
06.12.2022;-6.8;-11.7;-9.6;-11.3;-15.8;-14;-13.4;74.3;0;0;;0;6.1;10.1;179;1033.3;61.3;24.1;24.7;2;1;0.44;Partially cloudy;Partly cloudy throughout the day.
07.12.2022;-8.2;-11.1;-9.8;-13.3;-16.9;-15.3;-13.7;73;0;0;;0;6;14;148.3;1028;18;24.1;29.4;2.6;2;0.47;Clear;Clear conditions throughout the day.
08.12.2022;-5.3;-9.8;-8.2;-9.1;-16.3;-14;-10.7;82.1;1.3;33.33;snow;2.1;7.3;15.8;152.3;1022.1;97.4;7.5;17;1.5;1;0.5;Snow, Overcast;Cloudy skies throughout the day with snow in the morning and afternoon.
09.12.2022;-3.5;-6.1;-4.9;-5.3;-8.9;-7.4;-6.2;91.2;0;0;snow;0.1;7.5;9.4;141.4;1020.7;95.1;4.2;15.6;1.4;1;0.54;Overcast;Cloudy skies throughout the day.
